"NOTICEID","REFERENCENUMBER","DATEPUBLISHED","VALUEMIN","VALUEMAX","STATUS","URL","ORG_NAME","ORG_CONTACTEMAIL","TITLE","DESCRIPTION","NOTICETYPE","REGION","NOTICE_STATE","NOTICE_STATE_CHANGE_DATE","CLASSIFICATION","NUM_DOCS"
"1740885","TRN979/01/2015","09/02/2015","1.00","100000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1740885/","Department of Energy and Climate Change (DECC)","kruti.patel@decc.gsi.gov.uk ","Analysis of current and future provision of Demand Side Response in Great Britain","The work will provide detailed estimates of current and future Demand Side Response potential in Great Britain to inform auction parameters in relation to the Transitional Arrangements and the main Capacity Market. Phase I will require the developme","Below OJEU: Contract","London","Closed","09/02/2015","73000000","4",
"1725560","TRN979/01/2015","29/01/2015","1.00","100000.00","Replaced","http://data.gov.uk/data/contracts-archive/contract/1725560/","Department of Energy and Climate Change (DECC)","kruti.patel@decc.gsi.gov.uk ","Analysis of current and future provision of Demand Side Response in Great Britain","The work will provide detailed estimates of current and future Demand Side Response potential in Great Britain to inform auction parameters in relation to the Transitional Arrangements and the main Capacity Market. Phase I will require the developme","Below OJEU: Contract","London","Closed","09/02/2015","73000000","3",
"1740889","CON757","09/02/2015","4000.00","6000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740889/","Leicestershire Police","sharron.ansell@leicestershire.pnn.police.uk","Heating and Chilled Water Systems Monitoring","The following schedule outlines the routine inspection and preventative maintenance of the LTHW heating and chilled water systems. The contractor shall undertake water quality monitoring of the systems listed at the frequency listed. All testing and","Below OJEU: Contract","Leicestershire, Rutland and Northamptonshire","Open","09/02/2015","50700000","0",
"1740887","PROC15-0103","09/02/2015","50000.00","100000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1740887/","Braintree District Council","procurement@braintree.gov.uk","GB-Braintree: Pool Filtration Works","Following a recent site asset survey BDC would like to send out an invitation to tender for the replacement of the main and teaching pool filters at Halstead leisure Centre, The filters are nearing 10 years of service and due for a media change in a","Below OJEU: Contract","Essex","Closed","09/02/2015","42912310|42912350","0",
"1740888","864","09/02/2015","375000.00","700000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740888/","HMRC CD","e.procurement@hmrc.gsi.gov.uk","PS-2015-Points of Interest-ITT","HMRC requires the provision of Points of Reference datasets and associated iconography to support compliance activity. It is essentially a list of ‘points of interest’ grouped into a comprehensive set of categories with multiple levels of granularit","Below OJEU: Contract","United Kingdom","Open","09/02/2015","72320000","0",
"1740895","UoBath/Proc/301","09/02/2015","10000.00","25000.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1740895/","University of Bath","h.passmore@bath.ac.uk","GB-Bath: Handrail Replacement on Wessex House External Staircase","The University of Bath requires a contractor to replace the handrails on the Wessex House external staircase on the main campus.For more information about this opportunity, please visit the Delta eSourcing portal at: https://www.delta-esourcing.com/","Below OJEU: Contract","Bath and North East Somerset, North Somerset and South Gloucestershire","Closed","09/02/2015","45421160","0",
"1740892","ArmyRTD/00014","09/02/2015","27010.00","27010.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740892/","","defcomrclcc-armyhq-afc-d@mod.uk","GB-Harrogate: ArmyRTD/00014","Provide up to 3 Challenge Weekends in Mar 15 and up to 4 Challenge Weekends in Sep and Oct 15 for a maximum of 1460 Junior Soldiers (JS) from the Army Foundation College Harrogate. The activities are to take place within reasonable travelling distan","Published Contract Doc Set","North Yorkshire CC","Published","09/02/2015","92000000","8",
"1740852","P2014-017","09/02/2015","1600000.00","1800000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740852/","NHS West Kent Clinical Commissioning Group","j.depury@nhs.net","NHS West Kent Primary Care Psychological Therapies Service","This notice relates to the Pre-procurement market engagement for the procurement of a Primary Care Psychological Therapies (IAPT) Service on behalf of NHS West Kent CCG (the Commissioner). The Commissioner is supported in this project by NHS South E","Below OJEU: Tentative","Kent","Closed","09/02/2015","85323000|85100000|85000000","1",
"1740878","CQC TP 961","09/02/2015","83333.00","83333.00","Archived","http://data.gov.uk/data/contracts-archive/contract/1740878/","Care Quality Commission","","The Evaluation of a New Approach to Mental Health Services Regulation and Mental Health Monitoring","We also monitor compliance with the Mental Health Act by regularly visiting hospitals and other places where people are detained, and have a small number of specialist functions, relating to ionising radiation (IRMER), controlled drugs, child protec","Below OJEU: Contract Award","London","Published","09/02/2015","73000000","1",
"1740894","BSP 1989","09/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740894/","Public Health England","mark.polglase@phe.gov.uk","PUBLIC ‘WELL-BEING’ DIALOGUES TO ENGAGE WHAT WORKS CENTRE FOR WELLBEING (WWCW) USERS AROUND KEY POLICY THEMES","The What Works Centre for Wellbeing (WWCW) aims to put the needs of users and stakeholders at the heart of designing our workplan. The primary users of the centre’s products are expected to be decision-makers who need clear evidence of what works fo","Below OJEU: Contract","England","Open","09/02/2015","73110000|98330000|85100000","0",
"1740881","CM/PHG/12/5322","09/02/2015","0.00","95000000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740881/","","","National Generic Pharmaceuticals Wave 9c","National Generic Pharmaceuticals Wave 9c ","Published Tender Doc Set","England","Published","09/02/2015","33690000|33600000","1",
"1740899","ArmyRTD/00014","09/02/2015","27010.00","27010.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740899/","Ministry of Defence, C&amp;C","defcomrclcc-armyhq-afc-d@mod.uk","GB-Harrogate: ArmyRTD/00014","Provide up to 3 Challenge Weekends in Mar 15 and up to 4 Challenge Weekends in Sep and Oct 15 for a maximum of 1460 Junior Soldiers (JS) from the Army Foundation College Harrogate. The activities are to take place within reasonable travelling distan","Below OJEU: Contract Award","North Yorkshire CC","Published","09/02/2015","92000000","0",
"1740891","41757-2013","09/02/2015","14687426.00","14687426.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740891/","","DESLEComrcl-SSP-VIRTUSTender@mod.uk","SSP/00001 Project VIRTUS","The Supply and Support of VIRTUS Personal Protective Equipment and Load Carriage System.
","Published Contract Doc Set","Warminster West ","Published","09/02/2015","35815000|18143000","4",
"1740901","0195","09/02/2015","360000.00","360000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740901/","Nottingham City Council","elisa.flintoff@nottinghamcity.gov.uk","QC123 Home Safety and Improvement Service","Nottingham City Council is seeking to appoint an organisation to deliver a Home Safety and Improvement Service designed to help older people aged 60&#43; and other vulnerable citizens[1] to remain in their own homes. The service is expected to work ","Below OJEU: Contract","East Midlands","Open","09/02/2015","85000000|98000000","0",
"1740900","0698","09/02/2015","29000.00","29000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740900/","Bradford Metropolitan District Council","","Supply, Delivery & Installation of Design & Technology Equipment to Bradford Forster Academy","Supply, Delivery &amp; Installation of Design &amp; Technology Equipment to Bradford Forster Academy.","Published Tender Doc Set","Bradford","Published","09/02/2015","39236000|42000000|42600000|42637100|42642100|42924300|42924310|43800000|43810000|43812000","0",
"1740902","MH312","09/02/2015","50000.00","150000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740902/","Midland Heart Limited","https://iewm.bravosolution.co.uk/","Workspace Design and Project Management","The scope of the contract includes establishing existing and future workspace requirements to suit a range of operational working arrangements, developing a workspace design that can be translated into different offices, project manage the procureme","Below OJEU: Contract","West Midlands","Open","09/02/2015","79415200|71315200","0",
"1740904","HMIS/15/02","09/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740904/","British Transport Police","ayo.ogunmoyero@btp.pnn.police.uk","Hazardous Material Identification System (HMIS)","
<p>Portable infra-red spectral analyser used to determine the provenance of unknown, powders, solids and liquids thereby resolving ambiguous incidents appropriately and in a timely manner.</p>
<p>It is also a lightweight system contained within a","Below OJEU: Contract Award","United Kingdom","Published","09/02/2015","35000000|35113200|35121000|35200000","0",
"1740905","427","09/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740905/","Centre for Process Innovation Limited","e-tendering@uk-cpi.com","CPI Tender 427 - Supply, installation and commissioning of a Nanoparticle Glovebox","
<p>tender for the supply, installation and commissioning of a nanoparticle glovebox, including packing, shipping, delivery and training of users. The supply of consumables and spare and replacement parts is also to be included in the scope of this","Below OJEU: Contract","Durham CC","Open","09/02/2015","31682210|38000000","0",
"1740896","PRJ0139","09/02/2015","50000.00","80000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740896/","","louise.mcleod@nhs.net","Middlebrook Reception, Warehouse and Registration Refurbishment","The refurbishment of current site office and warehouse facility for the NHSBusiness Services Authority in Middlebrook.","Published Tender Doc Set","Greater Manchester","Published","09/02/2015","39200000","2",
"1740903","PRJ0140","09/02/2015","50000.00","80000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740903/","","louise.mcleod@nhs.net","Wakefield House Canteen & Shower Room Refurbishment","Refurbishment of the current site catering facility as well as the conversion of the current sluice room into the shower room.","Published Tender Doc Set","Wakefield","Published","09/02/2015","39200000","2",
"1740906","HCCISDEC2014","09/02/2015","10800000.00","10800000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740906/","London Borough of Barking and Dagenham","mark.reed@elevateeastlondon.co.uk","Home Care and Crisis Intervention Services","The London Borough of Barking and Dagenham have already made substantial strides in terms of personalisation and in order to ensure that all providers of care and support in the home are subject to a consistent contractual basis are now inviting exp","Below OJEU: Contract","Barking and Dagenham","Open","09/02/2015","85323000|85312100|85312000|85311300|85311200|85311100|85311000|85310000|85300000|85144100|85144000","0",
"1740907","P-1020","09/02/2015","60000.00","75000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1740907/","Medicines and Healthcare Products Regulatory Agency","purchasing@nibsc.org","maintenance of Compressors","Maintenance of 13 compressors","Below OJEU: Contract","Hertsmere","Open","09/02/2015","42123400|42120000|50531300","0",
